# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-01-01T00:00:00.0
# Date end (ISO 8601): 2023-01-03T00:00:00.0
# Latitude (positive North, ISO 19115): 56.0000
# Longitude (positive East, ISO 19115): -1.6000
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2023-08-04
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-01-01T06:36:00.0/2023-01-01T06:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:37:00.0/2023-01-01T06:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:38:00.0/2023-01-01T06:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:39:00.0/2023-01-01T06:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:40:00.0/2023-01-01T06:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:41:00.0/2023-01-01T06:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:42:00.0/2023-01-01T06:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:43:00.0/2023-01-01T06:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:44:00.0/2023-01-01T06:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:45:00.0/2023-01-01T06:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:46:00.0/2023-01-01T06:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:47:00.0/2023-01-01T06:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:48:00.0/2023-01-01T06:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:49:00.0/2023-01-01T06:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:50:00.0/2023-01-01T06:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:51:00.0/2023-01-01T06:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:52:00.0/2023-01-01T06:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:53:00.0/2023-01-01T06:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:54:00.0/2023-01-01T06:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:55:00.0/2023-01-01T06:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:56:00.0/2023-01-01T06:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:57:00.0/2023-01-01T06:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:58:00.0/2023-01-01T06:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T06:59:00.0/2023-01-01T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:00:00.0/2023-01-01T07:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:01:00.0/2023-01-01T07:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:02:00.0/2023-01-01T07:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:03:00.0/2023-01-01T07:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:04:00.0/2023-01-01T07:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:05:00.0/2023-01-01T07:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:06:00.0/2023-01-01T07:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:07:00.0/2023-01-01T07:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:08:00.0/2023-01-01T07:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:09:00.0/2023-01-01T07:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:10:00.0/2023-01-01T07:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:11:00.0/2023-01-01T07:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:12:00.0/2023-01-01T07:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:13:00.0/2023-01-01T07:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:14:00.0/2023-01-01T07:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:15:00.0/2023-01-01T07:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:16:00.0/2023-01-01T07:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:17:00.0/2023-01-01T07:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:18:00.0/2023-01-01T07:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:19:00.0/2023-01-01T07:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:20:00.0/2023-01-01T07:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:21:00.0/2023-01-01T07:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:22:00.0/2023-01-01T07:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:23:00.0/2023-01-01T07:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:24:00.0/2023-01-01T07:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:25:00.0/2023-01-01T07:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:26:00.0/2023-01-01T07:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:27:00.0/2023-01-01T07:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:28:00.0/2023-01-01T07:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:29:00.0/2023-01-01T07:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:30:00.0/2023-01-01T07:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:31:00.0/2023-01-01T07:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:32:00.0/2023-01-01T07:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:33:00.0/2023-01-01T07:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:34:00.0/2023-01-01T07:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:35:00.0/2023-01-01T07:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:36:00.0/2023-01-01T07:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:37:00.0/2023-01-01T07:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:38:00.0/2023-01-01T07:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:39:00.0/2023-01-01T07:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:40:00.0/2023-01-01T07:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:41:00.0/2023-01-01T07:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:42:00.0/2023-01-01T07:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:43:00.0/2023-01-01T07:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:44:00.0/2023-01-01T07:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:45:00.0/2023-01-01T07:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:46:00.0/2023-01-01T07:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:47:00.0/2023-01-01T07:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:48:00.0/2023-01-01T07:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:49:00.0/2023-01-01T07:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:50:00.0/2023-01-01T07:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:51:00.0/2023-01-01T07:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:52:00.0/2023-01-01T07:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:53:00.0/2023-01-01T07:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:54:00.0/2023-01-01T07:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:55:00.0/2023-01-01T07:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:56:00.0/2023-01-01T07:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:57:00.0/2023-01-01T07:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:58:00.0/2023-01-01T07:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T07:59:00.0/2023-01-01T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:00:00.0/2023-01-01T08:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:01:00.0/2023-01-01T08:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:02:00.0/2023-01-01T08:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:03:00.0/2023-01-01T08:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:04:00.0/2023-01-01T08:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:05:00.0/2023-01-01T08:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:06:00.0/2023-01-01T08:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:07:00.0/2023-01-01T08:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:08:00.0/2023-01-01T08:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:09:00.0/2023-01-01T08:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:10:00.0/2023-01-01T08:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:11:00.0/2023-01-01T08:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:12:00.0/2023-01-01T08:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:13:00.0/2023-01-01T08:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:14:00.0/2023-01-01T08:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:15:00.0/2023-01-01T08:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:16:00.0/2023-01-01T08:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:17:00.0/2023-01-01T08:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:18:00.0/2023-01-01T08:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:19:00.0/2023-01-01T08:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:20:00.0/2023-01-01T08:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:21:00.0/2023-01-01T08:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:22:00.0/2023-01-01T08:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:23:00.0/2023-01-01T08:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:24:00.0/2023-01-01T08:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:25:00.0/2023-01-01T08:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:26:00.0/2023-01-01T08:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:27:00.0/2023-01-01T08:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:28:00.0/2023-01-01T08:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:29:00.0/2023-01-01T08:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:30:00.0/2023-01-01T08:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:31:00.0/2023-01-01T08:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:32:00.0/2023-01-01T08:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:33:00.0/2023-01-01T08:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:34:00.0/2023-01-01T08:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:35:00.0/2023-01-01T08:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:36:00.0/2023-01-01T08:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:37:00.0/2023-01-01T08:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:38:00.0/2023-01-01T08:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:39:00.0/2023-01-01T08:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:40:00.0/2023-01-01T08:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:41:00.0/2023-01-01T08:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:42:00.0/2023-01-01T08:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:43:00.0/2023-01-01T08:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:44:00.0/2023-01-01T08:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:45:00.0/2023-01-01T08:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-01-01T08:46:00.0/2023-01-01T08:47:00.0;0.0252;0.0057;0.0004;0.0052;0.0000;0.0007;0.0000;0.0007;0.0000;0.5000
2023-01-01T08:47:00.0/2023-01-01T08:48:00.0;0.0659;0.0140;0.0002;0.0139;0.0000;0.0017;0.0000;0.0017;0.0000;0.5000
2023-01-01T08:48:00.0/2023-01-01T08:49:00.0;0.1066;0.0238;0.0014;0.0225;0.0000;0.0029;0.0000;0.0029;0.0000;0.5000
2023-01-01T08:49:00.0/2023-01-01T08:50:00.0;0.1471;0.0348;0.0039;0.0310;0.0000;0.0043;0.0000;0.0043;0.0000;0.5000
2023-01-01T08:50:00.0/2023-01-01T08:51:00.0;0.1874;0.0463;0.0069;0.0394;0.0000;0.0057;0.0000;0.0057;0.0000;0.5000
2023-01-01T08:51:00.0/2023-01-01T08:52:00.0;0.2276;0.0584;0.0106;0.0478;0.0000;0.0072;0.0000;0.0072;0.0000;0.5000
2023-01-01T08:52:00.0/2023-01-01T08:53:00.0;0.2676;0.0710;0.0149;0.0560;0.0000;0.0087;0.0000;0.0087;0.0000;0.5000
2023-01-01T08:53:00.0/2023-01-01T08:54:00.0;0.3075;0.0840;0.0198;0.0643;0.0000;0.0103;0.0000;0.0103;0.0000;0.5000
2023-01-01T08:54:00.0/2023-01-01T08:55:00.0;0.3473;0.0975;0.0251;0.0724;0.0000;0.0120;0.0000;0.0120;0.0000;0.5000
2023-01-01T08:55:00.0/2023-01-01T08:56:00.0;0.3869;0.1115;0.0310;0.0804;0.0000;0.0137;0.0000;0.0137;0.0000;0.5000
2023-01-01T08:56:00.0/2023-01-01T08:57:00.0;0.4263;0.1258;0.0374;0.0884;0.0000;0.0155;0.0000;0.0155;0.0000;0.5000
2023-01-01T08:57:00.0/2023-01-01T08:58:00.0;0.4656;0.1406;0.0443;0.0963;0.0000;0.0173;0.0000;0.0173;0.0000;0.5000
2023-01-01T08:58:00.0/2023-01-01T08:59:00.0;0.5047;0.1558;0.0516;0.1042;2.4004;0.0192;0.0000;0.0192;0.0000;0.5000
2023-01-01T08:59:00.0/2023-01-01T09:00:00.0;0.5437;0.1713;0.0594;0.1119;2.5643;0.0211;0.0000;0.0211;0.0000;0.5000
2023-01-01T09:00:00.0/2023-01-01T09:01:00.0;0.5825;0.1872;0.0676;0.1196;2.7221;0.0230;0.0000;0.0230;0.0000;0.5000
2023-01-01T09:01:00.0/2023-01-01T09:02:00.0;0.6212;0.2033;0.0761;0.1272;2.8739;0.0250;0.0000;0.0250;0.0000;0.5000
2023-01-01T09:02:00.0/2023-01-01T09:03:00.0;0.6597;0.2197;0.0850;0.1348;3.0222;0.0270;0.0000;0.0270;0.0000;0.5000
2023-01-01T09:03:00.0/2023-01-01T09:04:00.0;0.6980;0.2365;0.0942;0.1423;3.1670;0.0291;0.0000;0.0291;0.0000;0.5000
2023-01-01T09:04:00.0/2023-01-01T09:05:00.0;0.7362;0.2535;0.1038;0.1497;3.3087;0.0312;0.0000;0.0312;0.0000;0.5000
2023-01-01T09:05:00.0/2023-01-01T09:06:00.0;0.7743;0.2708;0.1138;0.1570;3.4472;0.0333;0.0000;0.0333;0.0000;0.5000
2023-01-01T09:06:00.0/2023-01-01T09:07:00.0;0.8122;0.2883;0.1240;0.1643;3.5827;0.0355;0.0000;0.0355;0.0000;0.5000
2023-01-01T09:07:00.0/2023-01-01T09:08:00.0;0.8499;0.3060;0.1346;0.1715;3.7154;0.0377;0.0000;0.0377;0.0000;0.5000
2023-01-01T09:08:00.0/2023-01-01T09:09:00.0;0.8874;0.3240;0.1454;0.1786;3.8454;0.0399;0.0000;0.0399;0.0000;0.5000
2023-01-01T09:09:00.0/2023-01-01T09:10:00.0;0.9248;0.3422;0.1566;0.1856;3.9726;0.0421;0.0000;0.0421;0.0000;0.5000
2023-01-01T09:10:00.0/2023-01-01T09:11:00.0;0.9621;0.3606;0.1680;0.1926;4.0973;0.0444;0.0000;0.0444;0.0000;0.5000
2023-01-01T09:11:00.0/2023-01-01T09:12:00.0;0.9991;0.3792;0.1797;0.1995;4.2194;0.0467;0.0000;0.0467;0.0000;0.5000
2023-01-01T09:12:00.0/2023-01-01T09:13:00.0;1.0360;0.3979;0.1916;0.2063;4.3391;0.0490;0.0000;0.0490;0.0000;0.5000
2023-01-01T09:13:00.0/2023-01-01T09:14:00.0;1.0728;0.4169;0.2038;0.2131;4.4565;0.0513;0.0000;0.0513;0.0000;0.5000
2023-01-01T09:14:00.0/2023-01-01T09:15:00.0;1.1094;0.4359;0.2161;0.2198;4.5715;0.0536;0.0000;0.0536;0.0000;0.5000
